"samples","total_number_of_reads","file_size","GC_content","total_number_of_bases","complete_sequence_size","average_read_size","read_size_mode","read_size_median","lowest_read_size","highest_read_size","seq_meth"
"mgm4450630",348895247,791219,"0.6260481116935999",324478538,324478538,41009952743804176,484,438,50,1075,"454"
"mgm4450631",323288562,731763,"0.6261383703387854",300714968,300714968,4109458499541518,490,441,50,788,"454"
"mgm4450891",127401922,291787,"0.42247976148082533",118467289,118467289,4060060557872695,493,448,50,921,"454"
"mgm4450892",107849310,258133,"0.4137230565942827",99956740,99956740,38722960644319016,493,432,50,675,"454"
"mgm4451033",66170416,246522,"0.5679299173378957",58639325,58639325,23786649873033644,230,2270,50,568,"454"
"mgm4451034",61936031,228672,"0.557377599821421",54958294,54958294,24033678806325216,225,2310,50,567,"454"
"mgm4451035",59659863,212588,"0.5747585107016507",53180721,53180721,25015862137091464,226,2400,50,572,"454"
"mgm4451036",54900004,214254,"0.5584538473020653",48369220,48369220,22575643861958236,222,2150,50,563,"454"
"mgm4451102",289452469,667075,"0.5058634963411991",268883855,268883855,4030788966757861,499,445,50,758,"454"
"mgm4451593",265644459,688359,"0.4850578317485676",244415833,244415833,35507029471540284,413,377,50,1196,"454"
"mgm4453246",387263149,970670,"0.6051267345153358",357283451,357283451,3680792143570936,497,3950,50,1771,"454"
"mgm4453247",503604445,1090815,"0.6141580453087655",469809402,469809402,4306957660098183,500,481,50,2041,"454"
"mgm4453254",347757770,886361,"0.6199514184631938",320391676,320391676,36146860703483120,493,382,50,1643,"454"
"mgm4453256",539802173,1130769,"0.6136783009950949",504728431,504728431,446358567488143,507,494,50,1705,"454"
"mgm4453257",419671703,942243,"0.6121279322985612",390573206,390573206,4145143089415363,499,464,50,1555,"454"
"mgm4453261",499227905,1125888,"0.6144509056262212",464310485,464310485,4123949140589472,500,4530,50,1967,"454"
"mgm4453274",277884747,738829,"0.6039590691263019",255092136,255092136,3452654619675189,499,402,50,794,"454"
"mgm4453304",28890727,66350,"0.40823894563981566",26911259,26911259,4055954634513941,478,4380,50,657,"454"
"mgm4453305",14092790,31236,"0.46244170000174684",13166810,13166810,4215267639902676,471,4480,100,686,"454"
"mgm4453371",31880283,79154,"0.3946454087800888",29516763,29516763,37290298658311648,490,4140,100,711,"454"
"mgm4453372",12913151,39633,"0.4502463685520837",11735264,11735264,2960983019201171,124,255,100,688,"454"
"mgm4453374",49011656,110823,"0.41760928761766547",45687152,45687152,41225334091298736,479,443,50,651,"454"
"mgm4453375",32314501,73030,"0.4780590367113906",30134707,30134707,4126346296042722,487,4480,50,650,"454"
"mgm4453376",43563476,97172,"0.4732517684648553",40659417,40659417,4184272938706623,487,4540,50,650,"454"
"mgm4453379",4873128,10989,"0.47959222432536336",4554563,4554563,41446564746564744,500,454,50,638,"454"
"mgm4453380",26788140,59658,"0.45295212948228564",25009506,25009506,41921462335311280,492,4550,50,624,"454"
"mgm4453381",6375768,14810,"0.5103653841234967",5942568,5942568,4012537474679271,480,4440,50,608,"454"
"mgm4453382",2895769,6623,"0.5073182616591412",2704809,2704809,4083963460667371,482,446,50,603,"454"
"mgm4453406",366271976,932632,"0.6211252107485479",337471483,337471483,361848492224157,493,3870,50,647,"454"
"mgm4453407",334076241,751799,"0.6230167052370911",310881550,310881550,4135168442628947,501,468,50,1454,"454"
"mgm4453433",333173909,820013,"0.6295414391070849",307864609,307864609,37543869304511032,498,412,50,748,"454"
"mgm4453434",466888329,1131138,"0.6159323089386026",431802950,431802950,3817420597663592,491,4100,50,1194,"454"
"mgm4453435",403144255,1061556,"0.6230831169887496",370285443,370285443,34881385720583744,489,3710,50,750,"454"
"mgm4453436",370221219,912472,"0.6114679526688006",342045674,342045674,3748560766796132,500,4050,50,623,"454"
"mgm4454153",101346673,252763,"0.5337561263503274",93622013,93622013,3703944525108501,477,401,50,611,"454"
"mgm4454167",4989940,6113,"0.45265810373158666",4813770,4813770,7874644200883363,497,581,100,7845,"454"
"mgm4454183",108554270,271497,"0.4851930367868495",100248949,100248949,36924514451356736,480,398,50,646,"454"
"mgm4454501",20518550,43726,"0.4757836401899981",19217876,19217876,43950683803686592,481,4580,151,637,"454"
"mgm4454502",7516388,15960,"0.4564666873040594",7048694,7048694,44164749373433592,484,4620,78,638,"454"
"mgm4454503",1664388,3664,"0.5119696210779746",1559239,1559239,42555649563318776,482,4495,79,603,"454"
"mgm4454504",10300394,21793,"0.49438303697253283",9657710,9657710,4431565181480292,484,462,148,606,"454"
"mgm4454505",4146963,8823,"0.45686774302368094",3892203,3892203,4411428085685141,473,461,81,588,"454"
"mgm4454506",1975727,4321,"0.5224655351669569",1851525,1851525,42849456144411016,496,455,87,565,"454"
"mgm4454686",4404143,9104,"0.5735486089411996",4141234,4141234,45488071177504400,489,4760,150,610,"454"
"mgm4454687",2334534,4836,"0.5496905571065279",2195397,2195397,4539696029776675,492,4750,92,613,"454"
"mgm4454689",1695074,3550,"0.4432972996382822",1593231,1593231,4487974647887324,502,4660,152,615,"454"
"mgm4454693",6914675,14430,"0.42796808626804844",6492879,6492879,44995696465696472,492,4680,150,618,"454"
"mgm4454695",2649068,5490,"0.424588462704213",2490965,2490965,45372768670309648,508,4740,81,599,"454"
"mgm4454699",3077837,6531,"0.4919729576801884",2889545,2889545,4424353085285561,474,462,155,586,"454"
"mgm4454700",1295237,2734,"0.46924468677745845",1217058,1217058,4451565471836137,497,4650,107,580,"454"
"mgm4454703",1803202,3816,"0.4635091769526672",1693645,1693645,4438273060796646,493,4630,171,597,"454"
"mgm4460178",75413526,195902,"0.43844586767935406",69451641,69451641,3545223683270207,408,3760,50,632,"454"
"mgm4460179",58656334,152490,"0.4346951391967358",54040204,54040204,3543852318184799,461,3760,50,639,"454"
"mgm4460180",66290769,171302,"0.4436860917430712",61091480,61091480,35663027868909880,428,3780,50,684,"454"
"mgm4460182",63917001,166022,"0.4362966143997722",58881376,58881376,3546600811940586,467,3760,50,642,"454"
"mgm4460188",166859095,428293,"0.43368118845462317",153693104,153693104,3588503757941409,408,381,50,698,"454"
"mgm4460189",94795512,239579,"0.4696441232944562",87479651,87479651,3651390606021396,456,388,50,628,"454"
"mgm4460448",285013692,465467,"0.36788260338859435",270695309,270695309,5815563917527988,553,563,50,2048,"454"
"mgm4460449",279942172,456385,"0.3655403504098587",265905304,265905304,5826337500136946,554,563,51,2048,"454"
"mgm4460639",4361175106,19666690,"0.5035701919614753",3722954716,3722954716,18930255757323680,238,1920,125,239,"illumina"
"mgm4460641",4952757232,22854235,"0.5185846768760962",4209677818,4209677818,18419683782896252,205,186,125,239,"illumina"
"mgm4460642",4188902042,19335988,"0.5277980206007863",3561909872,3561909872,18421142338317544,205,1860,125,239,"illumina"
"mgm4460644",5446961047,24838403,"0.527153502557218",4638402955,4638402955,18674320386057028,208,189,125,239,"illumina"
"mgm4460676",164321121,347477,"0.4228347169792067",153659982,153659982,4422162675515214,504,482,50,664,"454"
"mgm4460677",130492139,302687,"0.4429051254729966",121216520,121216520,40046820643106576,485,457,50,704,"454"
"mgm4460736",133130185,305906,"0.41089704069772903",123757618,123757618,40456093701986888,493,4610,50,759,"454"
"mgm4461341",28150899,140735,"0.5202711464193426",23899117,23899117,16981644224961806,238,174,60,322,"454"
"mgm4461342",7312744,28617,"0.46825778963872755",6465287,6465287,22592469511129748,241,239,60,327,"454"
"mgm4461343",13136072,51692,"0.5386006943252732",11596294,11596294,22433440377621292,236,2330,60,323,"454"
"mgm4461344",7281822,31365,"0.500386574140764",6351951,6351951,20251716881874704,240,228,60,332,"454"
"mgm4461345",19532035,45513,"0.5331538570547744",18177704,18177704,3993958649177158,482,451,60,615,"454"
"mgm4461346",22591623,51663,"0.5071192443987013",21052796,21052796,40750239049222848,483,456,60,610,"454"
"mgm4461347",30242793,68712,"0.43519462295947214",28192460,28192460,41029892886249856,493,4550,60,610,"454"
"mgm4461348",8826409,36887,"0.509735808405634",7730791,7730791,20958036706698840,231,227,60,327,"454"
"mgm4461349",21934003,94132,"0.5279500003425537",19121091,19121091,2031306144562954,236,2290,60,355,"454"
"mgm4461350",16270348,64279,"0.4740313587063454",14352888,14352888,22329046811555872,241,238,60,334,"454"
"mgm4461351",12685091,51390,"0.522903439868508",11154438,11154438,21705464098073556,236,2290,60,313,"454"
"mgm4461352",26826860,107380,"0.5330795045467657",23609090,23609090,21986487241571988,235,2330,60,370,"454"
"mgm4461353",16591020,65844,"0.47244821770935436",14626767,14626767,22214274649170768,233,2330,60,361,"454"
"mgm4461354",6754613,19274,"0.5570089872092232",6187349,6187349,32102049392964612,480,3820,60,591,"454"
"mgm4461355",16625483,67089,"0.5106786357194509",14623825,14623825,21797649391107336,239,233,60,331,"454"
"mgm4461356",16986834,65146,"0.47984824814109156",15043506,15043506,23091987228686332,247,2420,60,340,"454"
"mgm4461357",17074511,68066,"0.4986095085472216",15043602,15043602,22101492668880204,236,2330,60,356,"454"
"mgm4461358",11332588,53510,"0.5319561169517718",9738339,9738339,18199101102597648,228,2100,60,314,"454"
"mgm4461360",4555039,24880,"0.5460452133445628",3819713,3819713,1535254421221865,231,1420,60,307,"454"
"mgm4461361",24008520,98730,"0.5339685494826266",21057714,21057714,21328587055606200,236,2300,60,333,"454"
"mgm4461362",17559864,68117,"0.46290753754675695",15527373,15527373,22795150990208024,239,238,60,334,"454"
"mgm4461363",10347065,41947,"0.531056988977777",9099707,9099707,21693343981691184,234,231,60,332,"454"
"mgm4461364",16731714,64888,"0.5141990055285884",14796001,14796001,22802368696831464,239,2370,60,332,"454"
"mgm4461365",5498573,22018,"0.5112291392777047",4849125,4849125,2202345807975293,235,2350,60,333,"454"
"mgm4461366",3532042,14105,"0.494538430990057",3119891,3119891,22119042892591280,236,237,60,320,"454"
"mgm4461367",32481485,73243,"0.5057601743759523",30295003,30295003,4136231858334585,486,462,60,636,"454"
"mgm4461368",7782044,32713,"0.5073631150297803",6811723,6811723,20822679057255524,235,228,60,315,"454"
"mgm4461369",5704935,22584,"0.4791693708477176",5038494,5038494,22310015940488840,234,2340,60,336,"454"
"mgm4461370",6793689,29162,"0.5324027386633838",5929900,5929900,20334339208559084,239,2280,60,335,"454"
"mgm4461371",24929941,56315,"0.4968865774380427",23251582,23251582,4128843469768268,479,462,60,611,"454"
"mgm4461372",18080988,69022,"0.5333368452990145",16021417,16021417,23212043985975488,246,2420,60,354,"454"
"mgm4461374",22071512,50296,"0.5345166753606108",20573708,20573708,4090525687927469,478,4560,60,601,"454"
"mgm4461375",53376381,120438,"0.48460271988028",49748072,49748072,41305959912984280,479,4590,60,1030,"454"
"mgm4461376",16026904,38529,"0.4137355427178531",14882033,14882033,38625536608788176,491,430,60,612,"454"
"mgm4461377",12766551,48818,"0.4876560108271163",11313077,11313077,23173987053955508,241,2400,60,349,"454"
"mgm4461378",11359408,43610,"0.47599011226905696",10062167,10062167,23073072689750056,245,2410,60,353,"454"
"mgm4461379",7290321,31929,"0.49292768371966617",6343537,6343537,19867634438911332,234,224,60,355,"454"
"mgm4461380",24920962,59083,"0.5288501188148755",23159558,23159558,39198344701521592,475,445,60,621,"454"
"mgm4461383",6498450,25679,"0.4986224517710015",5739182,5739182,2234970987966821,242,236,60,345,"454"
"mgm4461444",13548297,44068,"0.4143178863915261",12237309,12237309,27769149950077160,301,2850,50,634,"454"
"mgm4461451",20627533,69880,"0.45036442635713053",18542155,18542155,26534280194619344,281,2720,50,563,"454"
"mgm4461452",35678544,116151,"0.4356296479199836",32188592,32188592,2771271190088764,305,286,50,612,"454"
"mgm4461453",40318776,129824,"0.4537081508501412",36404951,36404951,2804177270766576,322,2900,50,557,"454"
"mgm4461454",24576298,83235,"0.4365905696675247",22090271,22090271,2653964197753349,295,272,50,569,"454"
"mgm4461455",50173479,163235,"0.44269006645803205",45223879,45223879,2770476858516862,300,286,50,575,"454"
"mgm4461456",18381102,63030,"0.4365705022346792",16501250,16501250,26179993653815644,299,2680,50,580,"454"
"mgm4461588",148668416,341457,"0.4203219121973164",138193521,138193521,4047172001159736,490,443,50,648,"454"
"mgm4461593",12591168,31178,"0.413900850080287",11666898,11666898,37420289948040280,479,4140,50,656,"454"
"mgm4461594",8273632,21525,"0.40752779441765774",7638944,7638944,35488706155632984,474,387,50,642,"454"
"mgm4463925",10047893,22720,"0.4154730296217636",9377362,9377362,41273600352112680,493,4640,50,672,"454"
"mgm4463926",9014137,20821,"0.40347000263077387",8400570,8400570,4034662119975025,495,458,50,680,"454"
"mgm4463927",5333975,13157,"0.4702532504732993",4950356,4950356,37625264117960016,472,416,50,637,"454"
"mgm4463928",10355168,23036,"0.46419047424145315",9675177,9675177,42000247438791456,492,4690,50,644,"454"
"mgm4463929",6700343,16922,"0.4083646477164142",6203752,6203752,3666086750975062,460,4030,50,641,"454"
"mgm4463930",3232897,8200,"0.41347434315088655",2996198,2996198,36539,483,4000,50,638,"454"
"mgm4463931",7117051,16217,"0.40751602092620093",6641626,6641626,40954714188814208,495,465,50,638,"454"
"mgm4463932",5730319,14807,"0.3930140525793267",5297177,5297177,3577481596542176,471,394,50,638,"454"
"mgm4463933",4366629,10239,"0.3964443968394311",4070533,4070533,3975518117003614,475,450,50,641,"454"
"mgm4465556",171458164,409305,"0.4962468379259261",158879896,158879896,3881699368441627,486,412,100,899,"454"
"mgm4465558",87889954,257270,"0.5278466656763138",80025344,80025344,311055871263653,409,3150,100,631,"454"
"mgm4466148",4875208035,36738973,"0.46868345925978583",3673897269,3673897269,999999991562094,100,100,69,100,"illumina"
"mgm4466149",7122857687,53636066,"0.46045691009478584",5363606600,5363606600,1000,100,1000,100,100,"illumina"
"mgm4466163",13638967205,102609675,"0.4800684085589395",10260967500,10260967500,1000,100,100,100,100,"illumina"
"mgm4466188",14712788167,110611805,"0.4675638073169496",11061180500,11061180500,1000,100,100,100,100,"illumina"
"mgm4466194",10995155167,82753673,"0.4416991962399059",8275367300,8275367300,1000,100,100,100,100,"illumina"
"mgm4466257",11492062540,86489755,"0.467458215484597",8648975500,8648975500,1000,100,100,100,100,"illumina"
"mgm4466309",70861823,169976,"0.3726236706140682",65703644,65703644,3865465948133854,493,4280,60,724,"454"
"mgm4466582",10336818,26676,"0.5334412283101561",9547556,9547556,35790808217124004,408,3790,60,585,"454"
"mgm4466592",16034012,39726,"0.543266344852659",14853300,14853300,373893671650808,408,3960,60,624,"454"
"mgm4466596",8994328,23971,"0.5161545817556203",8286256,8286256,3456783613533019,408,364,60,582,"454"
"mgm4466597",41986116,97767,"0.47470718360604497",39064155,39064155,3995638098744975,478,441,60,724,"454"
"mgm4466599",17932365,39006,"0.47621194172401476",16773290,16773290,430018202327847,490,4670,60,658,"454"
"mgm4466602",15544564437,116829637,"0.43596514350207216",11682963700,11682963700,1000,100,100,100,100,"illumina"
"mgm4466736",73544823,170735,"0.48631064556128345",68362464,68362464,400400995695083,490,445,60,811,"454"
"mgm4466737",99359183,226595,"0.5086761284671157",92441462,92441462,40795896643791784,489,453,60,781,"454"
"mgm4466738",27590971,66557,"0.5232234392808162",25605359,25605359,3847132382769656,478,429,60,622,"454"
"mgm4466739",21258069,49708,"0.5110950460629694",19777926,19777926,3978821517663153,475,4440,60,780,"454"
"mgm4466740",50297140,113707,"0.4445913686962427",46882813,46882813,4123124609742584,474,458,60,703,"454"
"mgm4466741",92592123,224851,"0.5212485656739794",85732775,85732775,3812870523146439,476,425,60,753,"454"
"mgm4466742",17105714,38244,"0.4424543433930399",15969485,15969485,41756837673883488,487,4620,60,641,"454"
"mgm4466745",65987312,155662,"0.5125388530444037",61272869,61272869,3936276612146831,469,4360,60,716,"454"
"mgm4466809",12501010,29988,"0.5037335292376618",11612471,11612471,38723726157129520,469,4270,60,629,"454"
"mgm4466810",67320931,163434,"0.5198857344159771",62365235,62365235,38159278363131296,475,4230,60,689,"454"
"mgm4466812",18236426,48117,"0.5741949942784493",16804011,16804011,34923230874742812,408,372,60,622,"454"
