"samples","file_size","total_number_of_reads","GC_content","total_number_of_bases","complete_sequence_length","average_read_size","read_size_mode","read_size_median","lowest_read_size","highest_read_size","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_meth","project_id"
"mgm4486617",895248630,7582551,0.54704838269202,561391189,561391189,7403724538087512,96,72,50,96,"host-associated","terrestrial","human_host-associated","mummy","Germany","Ancient Oral Metagenome",51.565093,8.849015,"warinner","illumina","mgp365"
"mgm4489569",5561388974,41247779,0.396221181114576,4157552790,4157552790,10079458557029216,101,101,50,101,"host-associated","terrestrial","animal_host-associated","animal_feces","USA","TLR5KO_Metagenome",42.444015,-76.501893,"cornell","illumina","mgp6393"
"mgm4489582",4877751072,36170589,0.4640432774389,3646704334,3646704334,10081960053235516,101,101,50,101,"host-associated","terrestrial","animal_host-associated","animal_feces","USA","TLR5KO_Metagenome",42.444015,-76.501893,"cornell","illumina","mgp6393"
"mgm4489661",214402181,2099213,0.510329127049814,148337124,148337124,7066320759255969,71,71,50,71,"host-associated","terrestrial","human_host-associated","human_feces","USA","Soil Antibiotic Resistome",42.3,-71.1,"dantas","illumina","mgp567"
"mgm4489662",222539683,2196893,0.496910472426083,153348688,153348688,698025292993332,70,70,50,70,"host-associated","terrestrial","human_host-associated","human_feces","USA","Soil Antibiotic Resistome",42.3,-71.1,"dantas","illumina","mgp567"
"mgm4489668",339210168,3338761,0.501530331839952,233479753,233479753,6993005878527993,70,70,50,70,"host-associated","terrestrial","human_host-associated","human_feces","USA","Soil Antibiotic Resistome",42.3,-71.1,"dantas","illumina","mgp567"
"mgm4490314",3776849398,18509195,0.538124972296757,3177155148,3177155148,17165280002722972,174,173,100,190,"free-living","freshwater","wastewater","sludge","Hong Kong","Full-scale activated sludge metagenomes of Shatin WWTP",22.3964,114.1095,"zhang","illumina","mgp439"
"mgm4490316",3633348137,17930741,0.560166737220865,3052742977,3052742977,17025191412892528,171,171,100,190,"free-living","freshwater","wastewater","sludge","Hong Kong","Full-scale activated sludge metagenomes of Shatin WWTP",22.3964,114.1095,"zhang","illumina","mgp439"
"mgm4491214",3683245158,18425172,0.532311237860478,3086323555,3086323555,1675058205698161,169,1690,100,190,"free-living","freshwater","wastewater","sludge","Hong Kong","Full-scale activated sludge metagenomes of Shatin WWTP",22.3964,114.1095,"zhang","illumina","mgp439"
"mgm4491220",3776845852,18509177,0.538125066939074,3177152179,3177152179,17165280655104224,174,173,100,190,"free-living","freshwater","wastewater","sludge","Hong Kong","Full-scale activated sludge metagenomes of Shatin WWTP",22.3964,114.1095,"zhang","illumina","mgp439"
"mgm4491221",3607282726,18437725,0.544607269341055,3009946876,3009946876,16324936379081476,165,164,100,190,"free-living","freshwater","wastewater","sludge","Hong Kong","Full-scale activated sludge metagenomes of Shatin WWTP",22.3964,114.1095,"zhang","illumina","mgp439"
"mgm4491222",3661994584,18744080,0.538125754358927,3054548099,3054548099,16296068406664932,165,1640,100,190,"free-living","freshwater","wastewater","sludge","Hong Kong","Full-scale activated sludge metagenomes of Shatin WWTP",22.3964,114.1095,"zhang","illumina","mgp439"
"mgm4491567",3360543674,16997980,0.547837073652355,2810718847,2810718847,16535605095428986,179,1700,100,190,"free-living","freshwater","wastewater","sludge","Hong Kong","Full-scale activated sludge metagenomes of Shatin WWTP",22.3964,114.1095,"zhang","illumina","mgp439"
"mgm4491568",3774666082,18777870,0.54267417545453,3166106048,3166106048,1686083697458764,170,1690,100,190,"free-living","freshwater","wastewater","sludge","Hong Kong","Full-scale activated sludge metagenomes of Shatin WWTP",22.3964,114.1095,"zhang","illumina","mgp439"
"mgm4494621",815929415,5664363,0.59537122691619,566430964,566430964,9999905796997828,100,100,99,100,"free-living","freshwater","wastewater","wastewater_treatment_plant","China","Metagenomics data",32.05,118.72,"xu-xiang","illumina","mgp922"
"mgm4494623",773954761,5373005,0.594984858580269,537300342,537300342,9999997059373664,100,100,99,100,"free-living","freshwater","wastewater","wastewater_treatment_plant","China","Metagenomics data",32.05,118.72,"xu-xiang","illumina","mgp922"
"mgm4494854",1550724970,11743109,0.598389170193345,1174310900,1174310900,1000,100,100,100,100,"free-living","freshwater","wastewater","sludge","China","Metagenomics data",34.08,115.29,"xu-xiang","illumina","mgp922"
"mgm4494855",1549511042,11733980,0.593170976940475,1173398000,1173398000,1000,100,1000,100,100,"free-living","freshwater","wastewater","sludge","China","Metagenomics data",34.08,115.29,"xu-xiang","illumina","mgp922"
"mgm4494863",1527741747,11570299,0.532530237118332,1157029900,1157029900,1000,100,100,100,100,"free-living","freshwater","wastewater","sludge","China","Metagenomics data",33.44,114.9,"xu-xiang","illumina","mgp922"
"mgm4494888",1570263083,11890014,0.595728304441021,1189001400,1189001400,1000,100,1000,100,100,"free-living","freshwater","wastewater","sludge","China","Metagenomics data",33.44,114.9,"xu-xiang","illumina","mgp922"
"mgm4502539",8789515142,61897374,0.616722626543977,6065049335,6065049335,9798556777222892,100,1000,50,100,"host-associated","terrestrial","plant_associated","rhizosphere","USA","ISA-SMC-2011",39.59845,-89.7643667,"hartman","illumina","mgp2076"
"mgm4502543",10881388010,77288401,0.600858131271239,7400755587,7400755587,9575506144835368,100,100,50,100,"host-associated","terrestrial","plant_associated","rhizosphere","USA","ISA-SMC-2011",39.5997833,-89.7643667,"hartman","illumina","mgp2076"
"mgm4502923",7814826289,55501476,0.589543834607065,5315431108,5315431108,9577098648691792,100,1000,50,100,"host-associated","terrestrial","plant_associated","rhizosphere","USA","ISA-SMC-2011b",38.198,-89.6276,"hartman","illumina","mgp2205"
"mgm4502924",12513328815,88814134,0.597058725643015,8513290078,8513290078,9585512682024238,100,1000,50,100,"host-associated","terrestrial","plant_associated","rhizosphere","USA","ISA-SMC-2011b",39.5853,-89.7607167,"hartman","illumina","mgp2205"
"mgm4502925",11940519640,84890363,0.612427369636633,8117239267,8117239267,9562026807448096,100,100,50,100,"host-associated","terrestrial","plant_associated","rhizosphere","USA","ISA-SMC-2011b",40.21975,-88.4673667,"hartman","illumina","mgp2205"
"mgm4502926",13157778638,93737221,0.617181664008871,8936117347,8936117347,953315796187301,100,100,50,100,"host-associated","terrestrial","plant_associated","rhizosphere","USA","ISA-SMC-2011b",40.2212833,-88.4665333,"hartman","illumina","mgp2205"
"mgm4502927",14921027225,106148366,0.610021985950218,10140233094,10140233094,9552886658660388,100,1000,50,100,"host-associated","terrestrial","plant_associated","rhizosphere","USA","ISA-SMC-2011b",40.0776667,-88.2178667,"hartman","illumina","mgp2205"
"mgm4502928",10887511563,77485741,0.619363137377265,7397722353,7397722353,9547204759905440,100,100,50,100,"host-associated","terrestrial","plant_associated","rhizosphere","USA","ISA-SMC-2011b",40.0776833,-88.2157167,"hartman","illumina","mgp2205"
"mgm4502930",16001976831,113491058,0.599722692987059,10890594392,10890594392,9595993361873496,100,1000,50,100,"host-associated","terrestrial","plant_associated","rhizosphere","USA","ISA-SMC-2011b",39.3767667,-90.3235,"hartman","illumina","mgp2205"
"mgm4502931",12305612509,87315652,0.599152793411497,8373163165,8373163165,9589532888101208,100,1000,50,100,"host-associated","terrestrial","plant_associated","rhizosphere","USA","ISA-SMC-2011b",39.3756667,-90.3237167,"hartman","illumina","mgp2205"
"mgm4502932",14279338507,101420210,0.608652789599004,9711544010,9711544010,957555107606265,100,1000,50,100,"host-associated","terrestrial","plant_associated","rhizosphere","USA","ISA-SMC-2011b",39.3784833,-90.3239167,"hartman","illumina","mgp2205"
"mgm4502933",7828529766,55379347,0.578811101391933,5334415464,5334415464,9632499754827372,100,100,50,100,"host-associated","terrestrial","plant_associated","rhizosphere","USA","ISA-SMC-2011b",39.3788,-90.3226167,"hartman","illumina","mgp2205"
"mgm4502934",8166154676,58009824,0.600659386284151,5553504354,5553504354,9573385973382716,100,1000,50,100,"host-associated","terrestrial","plant_associated","rhizosphere","USA","ISA-SMC-2011b",39.5976167,-89.7643167,"hartman","illumina","mgp2205"
"mgm4502935",13203732623,93686527,0.598439368963059,8984533351,8984533351,9589995102497502,100,100,50,100,"host-associated","terrestrial","plant_associated","rhizosphere","USA","ISA-SMC-2011b",39.5997167,-89.7609333,"hartman","illumina","mgp2205"
"mgm4508047",7679504145,51646335,0.571212333077502,5269383768,5269383768,10202822268027344,100,100,50,192,"free-living","marine","sediment","coastal_marine_sediment","USA","MG-Core_Metat_Merged",29.1916916666667,-88.5978433333333,"yergeau","illumina","mgp2734"
"mgm4508937",8969090101,42038226,0.621175247308172,7014823810,7014823810,1668677410412133,183,1690,102,194,"free-living","terrestrial","soil","agricultural_soil","USA","EarlhamMetagenomes2012",39.765383,-84.847958,"smith","illumina","mgp2850"
"mgm4508938",2097603961,9679617,0.599093340942791,1647619784,1647619784,1702153901337212,192,174,50,194,"free-living","terrestrial","soil","agricultural_soil","USA","EarlhamMetagenomes2012",39.773786,-84.816108,"smith","illumina","mgp2850"
"mgm4508939",3654884583,16377791,0.607965907247288,2893521941,2893521941,17667351726493520,192,179,50,194,"free-living","terrestrial","soil","agricultural_soil","USA","EarlhamMetagenomes2012",39.812644,-84.910717,"smith","illumina","mgp2850"
"mgm4508940",3794068162,16996755,0.632246406117321,3003938766,3003938766,17673601613955134,192,179,50,194,"free-living","terrestrial","soil","agricultural_soil","USA","EarlhamMetagenomes2012",39.801142,-84.92135,"smith","illumina","mgp2850"
"mgm4508941",2450905221,10798329,0.612699937312674,1948918675,1948918675,18048335765654116,192,183,102,194,"free-living","terrestrial","soil","forest_soil","USA","EarlhamMetagenomes2012",39.750944,-84.918778,"smith","illumina","mgp2850"
"mgm4508942",4781056702,21311103,0.619431809284502,3790354121,3790354121,17785818598877776,192,180,50,194,"free-living","terrestrial","soil","forest_soil","USA","EarlhamMetagenomes2012",39.795592,-84.922042,"smith","illumina","mgp2850"
"mgm4509396",3610863159,24922226,0.583399842379073,2413454915,2413454915,9683946028737562,101,1010,50,101,"free-living","terrestrial","soil","agricultural_soil","USA","Hofmockel Soil Aggregate COB KBASE",42.01375,-93.783837,"hofmockel","illumina","mgp2592"
"mgm4509397",8639995176,59833870,0.624397617845003,5765232413,5765232413,9635399503659048,101,1010,50,101,"free-living","terrestrial","soil","agricultural_soil","USA","Hofmockel Soil Aggregate COB KBASE",42.01375,-93.783837,"hofmockel","illumina","mgp2592"
"mgm4509398",8763865795,60628903,0.625186560972995,5850941022,5850941022,9650415449542276,101,101,50,101,"free-living","terrestrial","soil","agricultural_soil","USA","Hofmockel Soil Aggregate COB KBASE",42.01375,-93.783837,"hofmockel","illumina","mgp2592"
"mgm4509399",2088141496,14575545,0.596033112504839,1387842334,1387842334,9521718289093136,101,101,50,101,"free-living","terrestrial","soil","agricultural_soil","USA","Hofmockel Soil Aggregate COB KBASE",42.01375,-93.783837,"hofmockel","illumina","mgp2592"
"mgm4509401",11899777140,82865735,0.623453075613051,7918397291,7918397291,9555695476544076,101,101,50,101,"free-living","terrestrial","soil","agricultural_soil","USA","Hofmockel Soil Aggregate COB KBASE",42.01375,-93.783837,"hofmockel","illumina","mgp2592"
"mgm4509402",6505074914,45068294,0.578266299953264,4339728302,4339728302,9629226928358992,101,1010,50,101,"free-living","terrestrial","soil","agricultural_soil","USA","Hofmockel Soil Aggregate COB KBASE",42.01375,-93.783837,"hofmockel","illumina","mgp2592"
"mgm4509403",27805999532,193184480,0.599394659467142,18524254682,18524254682,9588893829359376,101,1010,50,101,"free-living","terrestrial","soil","agricultural_soil","USA","Hofmockel Soil Aggregate COB KBASE",42.01375,-93.783837,"hofmockel","illumina","mgp2592"
"mgm4509407",12065028436,83415855,0.611431838471558,8057307950,8057307950,9659204416234780,101,101,50,101,"free-living","terrestrial","soil","agricultural_soil","USA","Hofmockel Soil Aggregate COB KBASE",42.01375,-93.783837,"hofmockel","illumina","mgp2592"
"mgm4511173",5952511380,40191611,0.609284785787162,4021567159,4021567159,10005986470659262,101,101,50,101,"free-living","terrestrial","soil","agricultural_soil","USA","Hofmockel Soil Aggregate COB KBASE",42.01375,-93.783837,"hofmockel","illumina","mgp2592"
"mgm4511176",7462117056,50396517,0.602147183080765,5040787298,5040787298,10002253326355868,101,101,50,101,"free-living","terrestrial","soil","agricultural_soil","USA","Hofmockel Soil Aggregate COB KBASE",42.01375,-93.783837,"hofmockel","illumina","mgp2592"
"mgm4511202",542075154,2767567,0.611769687399965,454624037,454624037,16426848455701344,163,164,141,186,"free-living","freshwater","wastewater","sludge","China","HKULG209_1",31.01,121.41,"zhang","illumina","mgp3218"
"mgm4514245",392777482,2094784,0.547717179701443,350881802,350881802,16750261697626104,191,1790,50,304,"free-living","terrestrial","soil","desert_soil","India","Project-151",23.8109,70.98319983,"bagatharia","ion torrent","mgp3513"
"mgm4514299",302730921,1752528,0.545919784529878,267680361,267680361,15273956307688092,201,1560,50,301,"free-living","terrestrial","soil","desert_soil","India","Project-151",23.7925,71.008,"bagatharia","ion torrent","mgp3513"
"mgm4519600",1362016765,7209532,0.538611869091416,1055655177,1055655177,14642492425305832,131,1430,50,204,"free-living","marine","sediment","saline_marsh_sediment","USA","IGERT Reverse Ecology 2011-2013",42.691161,-70.821284,"makrides","illumina","mgp2275"
"mgm4519606",1769802914,9260676,0.510577158641249,1376281759,1376281759,14861569058241536,135,1460,50,204,"free-living","marine","sediment","saline_marsh_sediment","USA","IGERT Reverse Ecology 2011-2013",42.691161,-70.821284,"makrides","illumina","mgp2275"
"mgm4519612",1863835252,9682776,0.520383955141102,1452369145,1452369145,14999511968468548,139,1480,50,204,"free-living","marine","sediment","saline_marsh_sediment","USA","IGERT Reverse Ecology 2011-2013",42.6909833333333,-70.8180166666666,"makrides","illumina","mgp2275"
"mgm4519616",1709802956,9105338,0.492118318604782,1322878581,1322878581,1452860487990671,128,1420,50,204,"free-living","marine","sediment","saline_marsh_sediment","USA","IGERT Reverse Ecology 2011-2013",42.6909833333333,-70.8180166666666,"makrides","illumina","mgp2275"
