"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","PI_lastname","seq_method","biosphere","ecosystem"
"mgm4501142","human-associated habitat","saliva","human-oral",NA,"DHH10Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501143","human-associated habitat","saliva","human-oral",NA,"DHH11Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501144","human-associated habitat","saliva","human-oral",NA,"DHH1Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501145","human-associated habitat","saliva","human-oral",NA,"DHH2Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501146","human-associated habitat","saliva","human-oral",NA,"DHH3Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501147","human-associated habitat","saliva","human-oral",NA,"DHH4Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501148","human-associated habitat","saliva","human-oral",NA,"DHH5Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501149","human-associated habitat","saliva","human-oral",NA,"DHH6Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501150","human-associated habitat","saliva","human-oral",NA,"DHH7Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501151","human-associated habitat","saliva","human-oral",NA,"DHH8Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501152","human-associated habitat","saliva","human-oral",NA,"DHH9Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501153","human-associated habitat","saliva","human-oral",NA,"SHH1-1Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501154","human-associated habitat","saliva","human-oral",NA,"SHH1-2Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501155","human-associated habitat","saliva","human-oral",NA,"SHH1-3Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501156","human-associated habitat","saliva","human-oral",NA,"SHH2-1Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501157","human-associated habitat","saliva","human-oral",NA,"SHH2-2Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501158","human-associated habitat","saliva","human-oral",NA,"SHH2-3Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501159","human-associated habitat","saliva","human-oral",NA,"SHH3-1Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501160","human-associated habitat","saliva","human-oral",NA,"SHH3-2Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501161","human-associated habitat","saliva","human-oral",NA,"SHH4-1Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4501162","human-associated habitat","saliva","human-oral",NA,"SHH4-2Reads","Household_Project","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp1969","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4503256","human-associated habitat","Biological product","human-associated",NA,"CF1-D-Ex-MgMD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503257","human-associated habitat","Biological product","human-associated",NA,"CF1-D-Ex-MgVD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503259","human-associated habitat","Biological product","human-associated",NA,"CF1-E-Tr-MgMD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503260","human-associated habitat","Biological product","human-associated",NA,"CF1-E-Tr-MgVD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503261","human-associated habitat","Biological product","human-associated",NA,"CF1-F-Pt-MgMD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503262","human-associated habitat","Biological product","human-associated",NA,"CF1-F-Pt-MgVD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503266","human-associated habitat","Biological product","human-associated",NA,"CF4-A-Ex-MgMD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503268","human-associated habitat","Biological product","human-associated",NA,"CF4-B-Pt-MgVD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503270","human-associated habitat","Biological product","human-associated",NA,"CF4-C-St-MgMD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503272","human-associated habitat","Biological product","human-associated",NA,"CF5-A-Ex-MgVD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503273","human-associated habitat","Biological product","human-associated",NA,"CF5-B-Pt-MgVD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503275","human-associated habitat","Biological product","human-associated",NA,"CF6-A-Ex-MgVD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503276","human-associated habitat","Biological product","human-associated",NA,"CF6-B-Tr-MgMD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503278","human-associated habitat","Biological product","human-associated",NA,"CF6-C-Pt-MgMD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503279","human-associated habitat","Biological product","human-associated",NA,"CF6-C-Pt-MgVD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503280","human-associated habitat","Biological product","human-associated",NA,"CF6-D-St-MgMD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503281","human-associated habitat","Biological product","human-associated",NA,"CF6-D-St-MgVD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503282","human-associated habitat","Biological product","human-associated",NA,"CF7-A-Ex-MgMD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503283","human-associated habitat","Biological product","human-associated",NA,"CF7-A-Ex-MgVD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503284","human-associated habitat","Biological product","human-associated",NA,"CF7-B-Tr-MgMD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503285","human-associated habitat","Biological product","human-associated",NA,"CF7-B-Tr-MgVD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503286","human-associated habitat","Biological product","human-associated",NA,"CF7-C-Tr-MgMD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503287","human-associated habitat","Biological product","human-associated",NA,"CF7-C-Tr-MgVD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503288","human-associated habitat","Biological product","human-associated",NA,"CF7-D-Pt-MgMD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503289","human-associated habitat","Biological product","human-associated",NA,"CF7-D-Pt-MgVD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
"mgm4503290","human-associated habitat","Biological product","human-associated",NA,"CF8-A-Ex-MgMD","Cystic Fibrosis Metagenomes and Metatranscriptomes","metagenome","WGS",NA,"USA",32.715786,-117.158339833333,"terrestrial biome","mgp317","host-associated","lung","rohwer","454","terrestrial","human_host-associated"
