samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem,Realm,Biome,Functional_group
mgm4520371,plant-associated habitat,bulk soil,plant-associated,NA,soil_S37_L001_R2_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.06267,-75.45014,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520372,plant-associated habitat,bulk soil,plant-associated,NA,soil_S38_L001_R1_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.02536,-72.4617,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520373,plant-associated habitat,bulk soil,plant-associated,NA,soil_S38_L001_R2_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.02536,-72.4617,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520374,plant-associated habitat,bulk soil,plant-associated,NA,soil_S39_L001_R1_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.00942,-72.49433,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520375,plant-associated habitat,bulk soil,plant-associated,NA,soil_S39_L001_R2_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.00942,-72.49433,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520376,plant-associated habitat,bulk soil,plant-associated,NA,soil_S40_L001_R1_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.01512,-72.5286,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520377,plant-associated habitat,bulk soil,plant-associated,NA,soil_S40_L001_R2_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.01512,-72.5286,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520378,plant-associated habitat,bulk soil,plant-associated,NA,soil_S41_L001_R1_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.01504,-72.52848,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520379,plant-associated habitat,bulk soil,plant-associated,NA,soil_S41_L001_R2_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.01504,-72.52848,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520380,plant-associated habitat,bulk soil,plant-associated,NA,soil_S42_L001_R1_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.01446,-72.52847,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520381,plant-associated habitat,bulk soil,plant-associated,NA,soil_S42_L001_R2_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.01446,-72.52847,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520382,plant-associated habitat,bulk soil,plant-associated,NA,soil_S43_L001_R1_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.0254,-72.46171,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520384,plant-associated habitat,bulk soil,plant-associated,NA,soil_S44_L001_R1_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.01434,-72.52871,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520385,plant-associated habitat,bulk soil,plant-associated,NA,soil_S44_L001_R2_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.01434,-72.52871,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520386,plant-associated habitat,bulk soil,plant-associated,NA,soil_S45_L001_R1_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.01441,-72.52852,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520387,plant-associated habitat,bulk soil,plant-associated,NA,soil_S45_L001_R2_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.01441,-72.52852,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520388,plant-associated habitat,bulk soil,plant-associated,NA,soil_S46_L001_R1_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.00945,-72.4943,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520389,plant-associated habitat,bulk soil,plant-associated,NA,soil_S46_L001_R2_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.00945,-72.4943,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520390,plant-associated habitat,bulk soil,plant-associated,NA,soil_S47_L001_R1_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.01444,-72.5284,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520391,plant-associated habitat,bulk soil,plant-associated,NA,soil_S47_L001_R2_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.01444,-72.5284,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520392,plant-associated habitat,bulk soil,plant-associated,NA,soil_S48_L001_R1_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.01534,-72.52817,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4520393,plant-associated habitat,bulk soil,plant-associated,NA,soil_S48_L001_R2_001,Merlot microbiome,metagenome,WGS,north america,United States of America,41.01534,-72.52817,Udvardy biome,mgp4184,host-associated,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4440051,animal-associated habitat,animal-associated habitat,human-associated,human lung,CFLungPat001Rep2SDVir20060505,Human Lung Healthy vs Cystic Fibrosis Metagenome,metagenome,WGS,north_america,United States of America,32.8781,-117.1072,animal-associated habitat,mgp31,host-associated,lung,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4440370,animal-associated habitat,animal-associated habitat,host-associated,NA,DOCPorCompVirHaw200602,Stressed Coral Holobionts,metagenome,WGS,north_america,USA,21.4340,-157.7878,animal-associated habitat,mgp16,host-associated,coral,marine,animal_host-associated,Marine,Marine_shelf,Photic_coral_reefs
mgm4440371,animal-associated habitat,animal-associated habitat,host-associated,NA,pHPorCompHawVir200602,Stressed Coral Holobionts,metagenome,WGS,north_america,USA,21.4340,-157.7878,animal-associated habitat,mgp16,host-associated,coral,marine,animal_host-associated,Marine,Marine_shelf,Photic_coral_reefs
mgm4440374,animal-associated habitat,animal-associated habitat,host-associated,NA,ConPorCompHawVir200602,Stressed Coral Holobionts,metagenome,WGS,north_america,USA,21.4340,-157.7878,animal-associated habitat,mgp16,host-associated,coral,marine,animal_host-associated,Marine,Marine_shelf,Photic_coral_reefs
mgm4440375,animal-associated habitat,animal-associated habitat,host-associated,NA,TempPorCompHawVir200602,Stressed Coral Holobionts,metagenome,WGS,north_america,USA,21.4340,-157.7878,animal-associated habitat,mgp16,host-associated,coral,marine,animal_host-associated,Marine,Marine_shelf,Photic_coral_reefs
mgm4440376,animal-associated habitat,animal-associated habitat,host-associated,NA,T0PortComHawVir20060223,Stressed Coral Holobionts,metagenome,WGS,north_america,USA,21.4340,-157.7878,animal-associated habitat,mgp16,host-associated,coral,marine,animal_host-associated,Marine,Marine_shelf,Photic_coral_reefs
mgm4440377,animal-associated habitat,animal-associated habitat,host-associated,NA,NutPorCompHawVir200602,Stressed Coral Holobionts,metagenome,WGS,north_america,USA,21.4340,-157.7878,animal-associated habitat,mgp16,host-associated,coral,marine,animal_host-associated,Marine,Marine_shelf,Photic_coral_reefs
mgm4440380,animal-associated habitat,animal-associated habitat,host-associated,NA,T0PortComHawMic20060223,Stressed Coral Holobionts,metagenome,WGS,north_america,USA,21.4340,-157.7878,animal-associated habitat,mgp16,host-associated,coral,marine,animal_host-associated,Marine,Marine_shelf,Photic_coral_reefs
mgm4440441,animal-associated habitat,animal-associated habitat,human-associated,human lung,CFLungPat001Rep3SDVir20060505,Human Lung Healthy vs Cystic Fibrosis Metagenome,metagenome,WGS,north_america,United States of America,32.8781,-117.1072,animal-associated habitat,mgp31,host-associated,lung,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4440939,animal-associated habitat,animal-associated habitat,human-gut,NA,human F1-S,Human Faeces - Kurokawa,metagenome,WGS,asia,Japan,35.7134,139.7623,animal-associated habitat,mgp29,host-associated,human-gut,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4440940,animal-associated habitat,animal-associated habitat,human-gut,NA,human F1-U,Human Faeces - Kurokawa,metagenome,WGS,asia,Japan,35.7134,139.7623,animal-associated habitat,mgp29,host-associated,human-gut,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4440941,animal-associated habitat,animal-associated habitat,human-gut,NA,human F1-T,Human Faeces - Kurokawa,metagenome,WGS,asia,Japan,35.7134,139.7623,animal-associated habitat,mgp29,host-associated,human-gut,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4440942,animal-associated habitat,animal-associated habitat,human-gut,NA,human F2-V,Human Faeces - Kurokawa,metagenome,WGS,asia,Japan,35.7134,139.7623,animal-associated habitat,mgp29,host-associated,human-gut,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4440943,animal-associated habitat,animal-associated habitat,human-gut,NA,human F2-W,Human Faeces - Kurokawa,metagenome,WGS,asia,Japan,35.7134,139.7623,animal-associated habitat,mgp29,host-associated,human-gut,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4440944,animal-associated habitat,animal-associated habitat,human-gut,NA,human F2-X,Human Faeces - Kurokawa,metagenome,WGS,asia,Japan,35.7134,139.7623,animal-associated habitat,mgp29,host-associated,human-gut,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4440945,animal-associated habitat,animal-associated habitat,human-gut,NA,human In-B,Human Faeces - Kurokawa,metagenome,WGS,asia,Japan,35.7134,139.7623,animal-associated habitat,mgp29,host-associated,human-gut,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4440946,animal-associated habitat,animal-associated habitat,human-gut,NA,human In-A,Human Faeces - Kurokawa,metagenome,WGS,asia,Japan,35.7134,139.7623,animal-associated habitat,mgp29,host-associated,human-gut,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4440947,animal-associated habitat,animal-associated habitat,human-gut,NA,human F2-Y,Human Faeces - Kurokawa,metagenome,WGS,asia,Japan,35.7134,139.7623,animal-associated habitat,mgp29,host-associated,human-gut,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4440948,animal-associated habitat,animal-associated habitat,human-gut,NA,human In-D,Human Faeces - Kurokawa,metagenome,WGS,asia,Japan,35.7134,139.7623,animal-associated habitat,mgp29,host-associated,human-gut,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4440949,animal-associated habitat,animal-associated habitat,human-gut,NA,human In-M,Human Faeces - Kurokawa,metagenome,WGS,asia,Japan,35.7134,139.7623,animal-associated habitat,mgp29,host-associated,human-gut,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4440950,animal-associated habitat,animal-associated habitat,human-gut,NA,human In-E,Human Faeces - Kurokawa,metagenome,WGS,asia,Japan,35.7134,139.7623,animal-associated habitat,mgp29,host-associated,human-gut,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4444195,animal-associated habitat,animal-associated habitat,human-oral,NA,FXPY,Human Oropharyngeal Metagenome,metagenome,WGS,north_america,United States of America,32.7729,-117.0717,animal-associated habitat,mgp32,host-associated,human-gut,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4444196,animal-associated habitat,animal-associated habitat,human-oral,NA,FYGT,Human Oropharyngeal Metagenome,metagenome,WGS,north_america,United States of America,32.7729,-117.0717,animal-associated habitat,mgp32,host-associated,human-gut,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4448367,animal-associated habitat,animal-associated habitat,host-associated,NA,Cattle fecal pool,Cattle Fecal,metagenome,WGS,north_america,United States of America,NA,NA,animal-associated habitat,NA,host-associated,feces,terrestiral,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4535626,animal-associated habitat,feces,host-associated,NA,Spare2_1,LCM mouse microbiota metagenome,metagenome,WGS,europe,Switzerland,47.24,8.3,animal-associated habitat,mgp5902,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4535627,animal-associated habitat,feces,host-associated,NA,Spare2_2,LCM mouse microbiota metagenome,metagenome,WGS,europe,Switzerland,47.24,8.3,animal-associated habitat,mgp5902,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4440026,animal-associated habitat,animal-associated habitat,human-associated,human lung,CFLungPat001Rep1SDVir20060505,Human Lung Healthy vs Cystic Fibrosis Metagenome,metagenome,WGS,north_america,United States of America,32.8781,-117.1072,animal-associated habitat,mgp31,host-associated,lung,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4767711,organic feature,feces,microbial mat|biofilm,NA,output_reverse_paired.fq,Meta_Dou_test_Sam1,metagenome,WGS,NA,USA,32,44,biome,mgp82562,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4767712,organic feature,feces,microbial mat|biofilm,NA,output_forward_paired.fq,Meta_Dou_test_Sam1,metagenome,WGS,NA,USA,32,44,biome,mgp82562,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4767713,organic feature,feces,microbial mat|biofilm,NA,CHMI_1892-46894044.fa,Meta_Dou_test_Sam1,metagenome,WGS,NA,USA,32,44,biome,mgp82562,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4772356,microbial feature,pig manure,miscellaneous,NA,X001,LI_CBNU,metagenome,WGS,NA,South Korea,35,126,biome,mgp83048,host-associated,animal_manure,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4777329,organic feature,feces,microbial mat|biofilm,microbial mat,CHMI_2634,Distribution of AR genes in CompostingRun4,metagenome,WGS,NA,USA,32,44,biome,mgp83664,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
