"samples","file_size","total_number_of_reads","GC_content","total_number_of_bases","complete_sequence_length","average_read_size","read_size_mode","read_size_median","lowest_read_size","highest_read_size","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_method"
"mgm4440426",4365586,33234,0.425626341017965,3379429,3379429,101.685893964013,102,102,50,248,"free-living","marine","saline_water","saline_evaporation_pond","United States of America","Chula Vista, CA Solar Saltern Study",32.6,-117.1072,"rodriguez-brito","454"
"mgm4440428",7429022,57870,0.464616122561397,5703982,5703982,98.5654397788146,104,101,50,222,"free-living","marine","saline_water","saline_evaporation_pond","United States of America","Chula Vista, CA Solar Saltern Study",32.6,-117.1072,"rodriguez-brito","454"
"mgm4440429",5149242,39074,0.632969628584861,3988125,3988125,102.065951783795,107,104,50,188,"free-living","marine","saline_water","saline_evaporation_pond","United States of America","Chula Vista, CA Solar Saltern Study",32.6,-117.1072,"rodriguez-brito","454"
"mgm4440430",10264865,77949,0.635952503937008,7937500,7937500,101.829401275193,104,103,50,210,"free-living","marine","saline_water","saline_evaporation_pond","United States of America","Chula Vista, CA Solar Saltern Study",32.6,-117.1072,"rodriguez-brito","454"
"mgm4440432",14786067,109958,0.410446176867226,11488471,11488471,104.480538023609,104,105,50,239,"free-living","marine","saline_water","saline_evaporation_pond","United States of America","Chula Vista, CA Solar Saltern Study",32.6,-117.1072,"rodriguez-brito","454"
"mgm4440433",16171987,122247,0.638000076360214,12493417,12493417,102.198148011812,106,104,50,241,"free-living","marine","saline_water","saline_evaporation_pond","United States of America","Chula Vista, CA Solar Saltern Study",32.6,-117.1072,"rodriguez-brito","454"
"mgm4440434",2996835,23128,0.611206516572318,2314100,2314100,100.056208924248,100,101,50,170,"free-living","marine","saline_water","saline_evaporation_pond","United States of America","Chula Vista, CA Solar Saltern Study",32.6,-117.1072,"rodriguez-brito","454"
"mgm4440435",5034266,38652,0.555906490538652,3885810,3885810,100.533219497051,102,102,50,223,"free-living","marine","saline_water","saline_evaporation_pond","United States of America","Chula Vista, CA Solar Saltern Study",32.6,-117.1072,"rodriguez-brito","454"
"mgm4440436",36088009,266931,0.464226106588518,27924246,27924246,104.612225631343,105,105,50,456,"free-living","marine","saline_water","saline_evaporation_pond","United States of America","Chula Vista, CA Solar Saltern Study",32.6,-117.1072,"rodriguez-brito","454"
"mgm4440437",32769333,261104,0.549172007060985,24785779,24785779,94.9268452417428,101,99,50,283,"free-living","marine","saline_water","saline_evaporation_pond","United States of America","Chula Vista, CA Solar Saltern Study",32.6,-117.1072,"rodriguez-brito","454"
"mgm4440438",44686317,335955,0.639564732340864,34382798,34382798,102.343462666131,105,104,50,235,"free-living","marine","saline_water","saline_evaporation_pond","United States of America","Chula Vista, CA Solar Saltern Study",32.6,-117.1072,"rodriguez-brito","454"
"mgm4440984",20123667,76060,0.547673432446471,17852931,17852931,234.721680252432,243,242,50,423,"free-living","marine","sediment","coastal_marine_sediment","Australia","Jeffries et al PLoS One",-35.55,138.88,"jeffries","454"
"mgm4441020",30696509,114861,0.555624028124132,27246921,27246921,237.216470342414,244,244,50,337,"free-living","marine","sediment","coastal_marine_sediment","Australia","Jeffries et al PLoS One",-35.79,139.31,"jeffries","454"
"mgm4441021",33723215,127439,0.534748751927975,29883692,29883692,234.494087367289,244,242,50,367,"free-living","marine","sediment","coastal_marine_sediment","Australia","Jeffries et al PLoS One",-35.93,139.48,"jeffries","454"
"mgm4441022",32537204,122815,0.562686947219773,28841028,28841028,234.833106705207,241,242,50,333,"free-living","marine","sediment","coastal_marine_sediment","Australia","Jeffries et al PLoS One",-36.16,139.65,"jeffries","454"
"mgm4441363",99718313,425549,0.426535902140393,86637258,86637258,203.589382186305,257,232,50,390,"free-living","marine","saline_water","salt_lake","Mexico","Comparative metagenomics of two microbial mats at Cuatro Cienegas basin",26.8234444,-102.0147778,"souza","454"
"mgm4441695",6366571,49562,0.571449632936764,4890438,4890438,98.6731366772931,98,99,50,183,"host-associated","terrestrial","animal_host-associated","fish","United States of America","Aquacultured Fish (Kent State)",33.537594,-116.097751,"angly","454"
"mgm4441696",7495590,58229,0.559915103240474,5759466,5759466,98.9106115509454,99,99,50,179,"host-associated","terrestrial","animal_host-associated","fish","United States of America","Aquacultured Fish (Kent State)",33.537594,-116.097751,"angly","454"
"mgm4441834",65305332,240459,0.470528651813751,57962177,57962177,241.048066406331,256,255,50,407,"free-living","freshwater","groundwater","porous","USA","subsurface rifle",39.538602,-107.723908,"meyer","454"
"mgm4441835",53217014,189821,0.439517478935906,47443649,47443649,249.938884528055,272,263,50,515,"free-living","freshwater","groundwater","porous","USA","subsurface rifle",39.538602,-107.723908,"meyer","454"
"mgm4442086",78782952,283329,0.449032748330971,70110657,70110657,247.453162224834,266,263,50,404,"free-living","freshwater","groundwater","porous","USA","subsurface rifle",39.538602,-107.723908,"meyer","454"
"mgm4442466",90056868,344825,0.56618586069385,79478214,79478214,230.488549264119,244,245,50,366,"free-living","marine","saline_water","salt_lake","Mexico","Comparative metagenomics of two microbial mats at Cuatro Cienegas basin",26.8713889,-102.0198056,"souza","454"
"mgm4442643",40723433,97100,0.423613282125824,37821536,37821536,389.511184346035,498,450,50,665,"free-living","marine","saline_water","coral_reef_seawater","USA","Global Microbialization on Reefs",3.84085,-162.3599,"rohwer","454"
"mgm4442652",48224847,176631,0.443637864238205,42860379,42860379,242.654907688911,52,166,50,666,"free-living","marine","saline_water","coral_reef_seawater","USA","Global Microbialization on Reefs",3.82595,-162.3472,"rohwer","454"
"mgm4442653",42051426,118275,0.495319369506262,38495989,38495989,325.478664130205,488,403,50,624,"free-living","marine","saline_water","coral_reef_seawater","USA","Global Microbialization on Reefs",3.8122,-162.3427,"rohwer","454"
"mgm4443316",39712787,152150,0.406083413478492,35107132,35107132,230.740269470917,258,251,50,381,"free-living","marine","saline_water","anoxic_seawater","Chile","Iquique Oxygen minimum zone Chile",20.10665,70.407383,"dinsdale","454"
"mgm4443317",68263617,363355,0.497220492339111,57110474,57110474,157.175417979662,256,150,50,365,"free-living","marine","saline_water","anoxic_seawater","Chile","Iquique Oxygen minimum zone Chile",20.10665,70.407383,"dinsdale","454"
"mgm4443776",90425468,340959,0.476872795671113,79966799,79966799,234.534941151282,253,248,50,363,"free-living","marine","saline_water","anoxic_seawater","Chile","Iquique Oxygen minimum zone Chile",20.104183,70.803417,"dinsdale","454"
"mgm4443777",101152033,372574,0.468332748934642,89713297,89713297,240.793230338134,254,252,50,355,"free-living","marine","saline_water","anoxic_seawater","Chile","Iquique Oxygen minimum zone Chile",20.116183,70.793567,"dinsdale","454"
"mgm4445729",63326402,144327,0.524738466024174,58963276,58963276,408.53946939935,469,447,100,644,"host-associated","terrestrial","human_host-associated","saliva","United States of America","Saliva Virome",32.9,-117.2,"Pride","454"
"mgm4445730",119586045,351667,0.503102433512549,108792823,108792823,309.363184489873,387,313,100,661,"host-associated","terrestrial","human_host-associated","saliva","United States of America","Saliva Virome",32.9,-117.2,"Pride","454"
"mgm4445734",59110441,179160,0.495920462419919,53645786,53645786,299.429482027238,331,301,100,595,"host-associated","terrestrial","human_host-associated","saliva","United States of America","Saliva Virome",15,-15,"Pride","454"
"mgm4445736",44997621,145676,0.470903243694595,40592755,40592755,278.650944561905,242,274,100,609,"host-associated","terrestrial","human_host-associated","saliva","United States of America","Saliva Virome",32.9,-117.2,"Pride","454"
"mgm4446121",48708819,109207,0.406575299135409,45423576,45423576,415.940150356662,498,452,100,645,"host-associated","terrestrial","human_host-associated","saliva","United States of America","Saliva Virome",32.9,-117.2,"Pride","454"
"mgm4446122",34282425,79090,0.49873540144762,31920802,31920802,403.600986218232,491,443,100,642,"host-associated","terrestrial","human_host-associated","saliva","United States of America","Saliva Virome",32.9,-117.2,"Pride","454"
"mgm4446124",31498480,73267,0.493082639832369,29311543,29311543,400.064735829227,488,439,100,640,"host-associated","terrestrial","human_host-associated","saliva","United States of America","Saliva Virome",32.9,-117.2,"Pride","454"
"mgm4446125",29071206,71828,0.519146080690098,26926947,26926947,374.880923873698,468,412,100,625,"host-associated","terrestrial","human_host-associated","saliva","United States of America","Saliva Virome",32.9,-117.2,"Pride","454"
"mgm4446341",21153095,56773,0.540751995913881,19461010,19461010,342.786359713244,479,364,50,628,"free-living","marine","sediment","coastal_marine_sediment","Australia","Jeffries et al PLoS One",-34.94,137.35,"jeffries","454"
"mgm4446342",26087145,70863,0.531970130101078,23972361,23972361,338.291647263029,490,356,50,603,"free-living","marine","sediment","coastal_marine_sediment","Australia","Jeffries et al PLoS One",-33.1025,128.02,"jeffries","454"
"mgm4446406",23856992,68512,0.452953398689041,21812734,21812734,318.3782986922,381,333,50,613,"free-living","marine","saline_water","estuarine_seawater","Australia","Jeffries et al PLoS One",-35.55,138.88,"jeffries","454"
"mgm4446412",7505108,20648,0.523123851869424,6896537,6896537,334.00508523828,483,351,50,635,"free-living","marine","saline_water","estuarine_seawater","Australia","Jeffries et al PLoS One",-36.16,140.65,"jeffries","454"
"mgm4447192",83343238,201054,0.475054006164648,77221277,77221277,384.082271429566,414,415,50,602,"host-associated","terrestrial","human_host-associated","saliva","Spain","The oral metagenome in health and disease",39.481448,0.353066,"mira","454"
"mgm4447446",27653334,60704,0.480931594764233,25843168,25843168,425.72430152873,498,466,50,615,"host-associated","terrestrial","animal_host-associated","animal_feces","USA","T5KO_454_MetaG",42.444015,-76.501893,"ley","454"
"mgm4447448",26139536,57507,0.470311297258128,24424661,24424661,424.725007390405,487,465,50,629,"host-associated","terrestrial","animal_host-associated","animal_feces","USA","T5KO_454_MetaG",42.444015,-76.501893,"ley","454"
"mgm4447454",23838231,53298,0.47198965172133,22249884,22249884,417.461893504447,495,459,50,634,"host-associated","terrestrial","animal_host-associated","animal_feces","USA","T5KO_454_MetaG",42.444015,-76.501893,"ley","454"
"mgm4447455",31807854,70193,0.458541209870051,29712348,29712348,423.295029418888,491,465,50,647,"host-associated","terrestrial","animal_host-associated","animal_feces","USA","T5KO_454_MetaG",42.444015,-76.501893,"ley","454"
"mgm4447456",28635482,63072,0.469317752107338,26754249,26754249,424.185835235921,494,464,50,613,"host-associated","terrestrial","animal_host-associated","animal_feces","USA","T5KO_454_MetaG",42.444015,-76.501893,"ley","454"
"mgm4447457",12110690,26674,0.479867869492284,11321231,11321231,424.429444402789,496,467,50,625,"host-associated","terrestrial","animal_host-associated","animal_feces","USA","T5KO_454_MetaG",42.444015,-76.501893,"ley","454"
"mgm4447483",79652066,166721,0.510675916900826,74594436,74594436,447.420756833272,495,486,100,666,"free-living","marine","saline_water","coral_reef_seawater","Brazil","Abrolhos reef Bank",-14.53789,-39.0280833333333,"thompson","454"
"mgm4447551",57073646,125159,0.495898243780053,53303631,53303631,425.887319329813,498,476,100,657,"free-living","marine","saline_water","coral_reef_seawater","Brazil","Abrolhos reef Bank",-14.55164,-39.0280833333333,"thompson","454"
"mgm4447862",62874550,148164,0.473759404889399,58391835,58391835,394.102717259253,488,430,100,642,"free-living","marine","saline_water","coral_reef_seawater","Brazil","Abrolhos reef Bank",-14.5548,-39.0280833333333,"thompson","454"
"mgm4448187",83456640,226398,0.387062910076759,76547864,76547864,338.111926783806,370,352,50,664,"free-living","marine","saline_water","hydrothermal_vent","United States of America","aquatic",47.95,-129.096,"Foster","454"
"mgm4448427",4047637,10797,0.439140491937727,3734741,3734741,345.905436695378,508,358,100,623,"free-living","marine","saline_water","coral_reef_seawater","Brazil","Abrolhos reef Bank",-17.4784166666667,-39.1294277777778,"thompson","454"
"mgm4449249",25363999,59179,0.624976164983568,23599732,23599732,398.785582723601,486,438,50,590,"free-living","terrestrial","soil","meadow_soil","USA","Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients",45.39926,-93.26529,"fierer","454"
"mgm4449252",39302525,91373,0.61300196754747,36572434,36572434,400.254276427391,475,440,50,625,"free-living","terrestrial","soil","meadow_soil","USA","Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients",45.39926,-93.26529,"fierer","454"
"mgm4449255",34555950,79484,0.628675720272635,32182536,32182536,404.893261536913,489,446,50,622,"free-living","terrestrial","soil","meadow_soil","USA","Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients",45.39926,-93.26529,"fierer","454"
"mgm4449256",38057853,86606,0.628149504590779,35470777,35470777,409.564891577951,484,451,50,615,"free-living","terrestrial","soil","meadow_soil","USA","Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients",45.39926,-93.26529,"fierer","454"
