"samples","PI_lastname","latitude","longitude","observations","project_id","project_name","seq_meth","biome","life_style","environment","habitat","sequence_count_raw","average_length_raw","standard_deviation_length_raw","average_gc_content_raw","standard_deviation_gc_content_raw","average_gc_ratio_raw","standard_deviation_gc_ratio_raw","bp_count_preprocessed","sequence_count_preprocessed","average_length_preprocessed","standard_deviation_length_preprocessed","average_gc_content_preprocessed","standard_deviation_gc_content_preprocessed","average_gc_ratio_preprocessed","standard_deviation_gc_ratio_preprocessed","file_size_pos_prinseq","file_size_pos_prodigal","orf_count","args_total_count","bp_count_raw","drop"
"mgm4440429","rodriguez-brito",32.6,-117.11,"NA","mgp11","chula vista ca solar saltern study","454","marine","free-living","saline_water","saline_evaporation_pond",39553,101861,13538,63305,8.94,623,323,3574504,34467,103708,9878,63324,8848,621,314,3926029,4287746,29745,0,4028912,"FALSE"
"mgm4440430","rodriguez-brito",32.6,-117.11,"NA","mgp11","chula vista ca solar saltern study","454","marine","free-living","saline_water","saline_evaporation_pond",78524,101662,13655,63571,8.99,616,321,7038376,67938,103.6,9863,63629,8857,613,0.31,7758707,8667214,60028,0,7982909,"FALSE"
"mgm4440432","rodriguez-brito",32.6,-117.11,"NA","mgp11","chula vista ca solar saltern study","454","marine","free-living","saline_water","saline_evaporation_pond",110511,104354,14751,41529,10947,1587,728,10391509,98552,105442,11198,41683,10819,1.57,0.7,11458103,11385857,78973,0,11532248,"FALSE"
"mgm4440433","rodriguez-brito",32.6,-117.11,"NA","mgp11","chula vista ca solar saltern study","454","marine","free-living","saline_water","saline_evaporation_pond",123879,102048,13339,63797,8821,608,315,11141216,107348,103786,9.68,63827,8724,606,305,12207108,13617862,94192,0,12641571,"FALSE"
"mgm4440434","rodriguez-brito",32.6,-117.11,"NA","mgp11","chula vista ca solar saltern study","454","marine","free-living","saline_water","saline_evaporation_pond",23261,99877,13541,61369,11539,716,0.5,2063307,20343,101426,9982,61524,11224,703,456,2283291,2552844,17845,0,2323241,"FALSE"
"mgm4440435","rodriguez-brito",32.6,-117.11,"NA","mgp11","chula vista ca solar saltern study","454","marine","free-living","saline_water","saline_evaporation_pond",38929,100335,14843,56094,13181,919,0.62,3469945,33996,102069,11009,56246,12917,904,584,3835092,4096560,28575,0,3905955,"FALSE"
"mgm4440436","rodriguez-brito",32.6,-117.11,"NA","mgp11","chula vista ca solar saltern study","454","marine","free-living","saline_water","saline_evaporation_pond",268534,104472,14897,46872,11695,1294,707,25879381,245848,105266,10923,47.2,11461,1265,654,28521989,27711779,191456,0,28054297,"FALSE"
"mgm4440437","rodriguez-brito",32.6,-117.11,"NA","mgp11","chula vista ca solar saltern study","454","marine","free-living","saline_water","saline_evaporation_pond",268206,94258,19186,55283,12048,928,627,23328104,244559,95388,17021,55334,11898,919,0.57,25776931,26027762,181662,0,25280522,"FALSE"
"mgm4440438","rodriguez-brito",32.6,-117.11,"NA","mgp11","chula vista ca solar saltern study","454","marine","free-living","saline_water","saline_evaporation_pond",340725,102155,13424,63932,8775,604,308,30499300,293132,104046,9744,63955,8671,602,297,33436451,37204412,256006,0,34806789,"FALSE"
"mgm4440441","willner",32.88,117.11,"NA","mgp31","human lung healthy vs cystic fibrosis metagenome","454","terrestrial","host-associated","human_host-associated","lung",92223,80708,17779,40.95,10042,1601,695,4768189,57105,83499,16702,39952,10.11,1674,723,5413582,3049264,21785,0,7443127,"FALSE"
"mgm4440939","hattori",35.71,139.76,"NA","mgp29","human faeces - kurokawa","sanger","terrestrial","host-associated","human_host-associated","human-gut",28900,1315254,950758,48628,8628,1126,403,38010851,28900,1315254,950758,48628,8628,1126,403,34765003,14881152,47630,26,38010851,"FALSE"
"mgm4440940","hattori",35.71,139.76,"NA","mgp29","human faeces - kurokawa","sanger","terrestrial","host-associated","human_host-associated","human-gut",16539,1473456,1883699,50124,10169,1113,596,1672536,2623,637642,189.54,49843,10094,1122,595,1306413,579097,2560,0,24369492,"FALSE"
"mgm4440941","hattori",35.71,139.76,"NA","mgp29","human faeces - kurokawa","sanger","terrestrial","host-associated","human_host-associated","human-gut",36326,1190857,764202,51114,8754,1022,398,43259070,36326,1190857,764202,51114,8754,1022,398,38082223,16813164,54861,44,43259070,"FALSE"
"mgm4440942","hattori",35.71,139.76,"NA","mgp29","human faeces - kurokawa","sanger","terrestrial","host-associated","human_host-associated","human-gut",36455,1259254,670937,52925,7184,928,294,45906118,36455,1259254,670937,52925,7184,928,294,41444185,17912150,57319,31,45906118,"FALSE"
"mgm4440943","hattori",35.71,139.76,"NA","mgp29","human faeces - kurokawa","sanger","terrestrial","host-associated","human_host-associated","human-gut",30198,1327112,996062,51157,8234,1009,0.34,40076128,30198,1327112,996062,51157,8234,1009,0.34,36091233,15512979,49618,28,40076128,"FALSE"
"mgm4440944","hattori",35.71,139.76,"NA","mgp29","human faeces - kurokawa","sanger","terrestrial","host-associated","human_host-associated","human-gut",31237,1250795,1022754,49077,9714,1132,499,39071077,31237,1250795,1022754,49077,9714,1132,499,30984067,13431461,43209,40,39071077,"FALSE"
"mgm4440945","hattori",35.71,139.76,"NA","mgp29","human faeces - kurokawa","sanger","terrestrial","host-associated","human_host-associated","human-gut",9958,1456022,2016183,54437,9624,912,439,14499070,9958,1456022,2016183,54437,9624,912,439,13529385,5721059,18044,9,14499070,"FALSE"
"mgm4440946","hattori",35.71,139.76,"NA","mgp29","human faeces - kurokawa","sanger","terrestrial","host-associated","human_host-associated","human-gut",20226,1448444,1691822,45843,8149,1.25,409,29296224,20226,1448444,1691822,45843,8149,1.25,409,23675491,9851775,30759,27,29296224,"FALSE"
"mgm4440947","hattori",35.71,139.76,"NA","mgp29","human faeces - kurokawa","sanger","terrestrial","host-associated","human_host-associated","human-gut",35177,1292899,757501,48731,8127,1.11,358,45480292,35177,1292899,757501,48731,8127,1.11,358,40819539,17568008,55673,41,45480292,"FALSE"
"mgm4440948","hattori",35.71,139.76,"NA","mgp29","human faeces - kurokawa","sanger","terrestrial","host-associated","human_host-associated","human-gut",37296,1244023,997726,48621,8887,1132,436,46397089,37296,1244023,997726,48621,8887,1132,436,37676885,16151571,52595,39,46397089,"FALSE"
"mgm4440949","hattori",35.71,139.76,"NA","mgp29","human faeces - kurokawa","sanger","terrestrial","host-associated","human_host-associated","human-gut",16164,1604912,2027756,50089,9307,1078,463,25941797,16164,1604912,2027756,50089,9307,1078,463,22188013,9539621,28861,47,25941797,"FALSE"
"mgm4440950","hattori",35.71,139.76,"NA","mgp29","human faeces - kurokawa","sanger","terrestrial","host-associated","human_host-associated","human-gut",20532,1325194,1261804,53778,9395,926,399,27208886,20532,1325194,1261804,53778,9395,926,399,17905037,7500696,24226,16,27208886,"FALSE"
"mgm4440984","jeffries",35.55,138.88,"NA","mgp358","jeffries et al plos one","454","marine","free-living","sediment","coastal_marine_sediment",77061,232467,43.64,54938,11219,927,1019,14799291,61128,242103,21568,55055,11049,915,796,16051982,11377786,60082,1,17914131,"FALSE"
"mgm4441020","jeffries",35.79,139.31,"NA","mgp358","jeffries et al plos one","454","marine","free-living","sediment","coastal_marine_sediment",115960,235396,41608,55671,10828,881,457,21856348,89458,244.32,19874,55.82,10719,874,445,23698043,17099110,90030,0,27296551,"FALSE"
"mgm4441021","jeffries",35.94,139.49,"NA","mgp358","jeffries et al plos one","454","marine","free-living","sediment","coastal_marine_sediment",128907,232358,42728,53547,10.61,954,457,24532840,101560,241.56,21547,53677,10494,946,441,26615796,18822031,99647,1,29952599,"FALSE"
"mgm4441022","jeffries",36.17,139.65,"NA","mgp358","jeffries et al plos one","454","marine","free-living","sediment","coastal_marine_sediment",124220,232701,42.03,56403,10755,855,446,23203689,96026,241.64,20942,56539,10641,848,435,25172161,18169696,96046,3,28906111,"FALSE"
"mgm4441092","delong",-27.47,153.02,"NA","mgp43","phosphorus removing (ebpr) sludge community","sanger","freshwater","free-living","wastewater","sludge",96563,1038421,116874,55607,10381,874,414,48701423,48520,1003739,86508,56823,10.17,0.83,397,38972779,14901759,48527,34,100273005,"FALSE"
"mgm4441093","delong",43.07,-89.4,"NA","mgp43","phosphorus removing (ebpr) sludge community","sanger","freshwater","free-living","wastewater","sludge",127953,945176,142.5,60.48,8838,705,363,120938054,127953,945176,142.5,60.48,8838,705,363,72079191,27450974,89886,46,120938054,"FALSE"
"mgm4441102","cary",9.84,-104.28,"NA","mgp4","alvinella pompejana epibiont metagenome","sanger","marine","free-living","saline_water","hydrothermal_vent",293065,990.81,373.65,39629,6862,1599,454,290371756,293065,990.81,373.65,39629,6862,1599,454,105733844,26850823,113748,5,290371756,"FALSE"
"mgm4441205","vorholt",47.45,8.69,"NA","mgp2766","phyllosphere microbiota","454","terrestrial","host-associated","plant-associated","plant-associated",523769,249313,123608,62571,9149,649,377,121366864,485187,250145,127941,62625,9098,647,374,123417515,87918197,461190,39,130582567,"FALSE"
"mgm4441347","souza",26.82,-102.01,"NA","mgp2321","comparative metagenomics of two microbial mats at cuatro cienegas basin","454","marine","free-living","saline_water","alkaline_salt_lake","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",11130608,6897706,38775,1,"NA","FALSE"
"mgm4441363","souza",26.82,-102.01,"NA","mgp2321","comparative metagenomics of two microbial mats at cuatro cienegas basin","454","marine","free-living","saline_water","alkaline_salt_lake",430449,202523,72105,42231,9.89,1511,666,78288164,375172,208673,68.14,42094,9879,1.52,666,98551347,55556977,309250,6,87175739,"FALSE"
"mgm4441570","venter",31.18,-64.32,"NA","mgp27","global ocean sampling expedition","sanger","marine","free-living","saline_water","oceanic_seawater",644551,1022038,72966,52381,14504,1107,743,658755696,644551,1022038,72966,52381,14504,1107,743,1158139211,311034390,1052502,1572,658755696,"FALSE"
"mgm4441571","venter",31.18,-64.32,"NA","mgp27","global ocean sampling expedition","sanger","marine","free-living","saline_water","oceanic_seawater",644551,1022038,72966,52381,14504,1107,743,658621297,644411,1022052,72944,52383,14504,1107,743,1157899722,310984604,1052303,1572,658755696,"FALSE"
"mgm4441573","venter",31.18,-64.32,"NA","mgp27","global ocean sampling expedition","sanger","marine","free-living","saline_water","oceanic_seawater",317180,1012127,63924,36055,9036,1924,634,321026307,317180,1012127,63924,36055,9036,1924,634,569250569,152893326,533971,215,321026307,"FALSE"
"mgm4441574","venter",32.17,-64.01,"NA","mgp27","global ocean sampling expedition","sanger","marine","free-living","saline_water","oceanic_seawater",368835,1007738,44941,37286,9429,1832,628,371688861,368835,1007738,44941,37286,9429,1832,628,660110962,180755573,614657,93,371688861,"FALSE"
"mgm4441621","rohwer",70.69,-136.42,"NA","mgp7","ocean viruses","454","marine","free-living","saline_water","polar_seawater",688590,99154,12766,62083,8231,649,311,61521997,611026,100686,9207,62208,8004,643,291,119537352,83153964,515637,0,68276453,"FALSE"
"mgm4441622","rohwer",73.16,159.45,"NA","mgp7","ocean viruses","454","marine","free-living","saline_water","polar_seawater",688590,99154,12766,62083,8231,649,311,61521997,611026,100686,9207,62208,8004,643,291,119537352,83153964,515637,0,68276453,"FALSE"
"mgm4441623","rohwer",49.7,124.35,"NA","mgp7","ocean viruses","454","marine","free-living","saline_water","oceanic_seawater",416456,102137,14652,46914,11.51,1283,659,38111301,368025,103556,11074,47.04,11397,1271,639,71647456,45455738,286580,0,42535763,"FALSE"
"mgm4441624","rohwer",32.17,-64.5,"NA","mgp7","ocean viruses","454","marine","free-living","saline_water","oceanic_seawater",399343,104306,15084,38806,8172,1701,0.63,37823804,357238,105878,11492,38.76,8051,1699,607,71317719,43657742,274591,0,41653979,"FALSE"
"mgm4441627","rohwer",26.2,-93.94,"NA","mgp7","ocean viruses","454","marine","free-living","saline_water","coastal_seawater",263908,101587,14483,47273,14.49,1354,827,22930237,222659,102984,10751,49.01,13968,1244,754,43299404,26266548,165934,2,26809683,"FALSE"
"mgm4441663","cary",9.84,-104.28,"NA","mgp4","alvinella pompejana epibiont metagenome","sanger","marine","free-living","saline_water","hydrothermal_vent",293065,990.81,373.65,39629,6862,1599,454,290371756,293065,990.81,373.65,39629,6862,1599,454,105733844,26850823,113748,5,290371756,"FALSE"
"mgm4441695","angly",33.54,-116.1,"NA","mgp21","aquacultured fish (kent state)","454","terrestrial","host-associated","animal_host-associated","bodily_fluid",51498,98586,11419,57414,9338,797,355,4764997,47886,99507,8.56,57646,9153,787,338,5290045,6066985,42523,0,5076977,"FALSE"
"mgm4441696","angly",33.54,-116.1,"NA","mgp21","aquacultured fish (kent state)","454","terrestrial","host-associated","animal_host-associated","bodily_fluid",60311,98766,11664,56339,9807,0.84,385,5571222,55836,99778,8.74,56544,9653,0.83,371,6228292,7071543,49251,1,5956666,"FALSE"
"mgm4441834","meyer",39.54,-107.72,"NA","mgp119","subsurface rifle","454","freshwater","free-living","groundwater","porous",241258,240544,51052,47214,10452,1.23,528,45290492,178846,253237,28184,47287,10344,1223,515,55238754,34708614,181543,3,58033228,"FALSE"
"mgm4441835","meyer",39.54,-107.72,"NA","mgp119","subsurface rifle","454","freshwater","free-living","groundwater","porous",190328,249564,50751,44079,8347,1347,434,35888062,136813,262315,25977,44173,8225,1339,419,43499951,26348421,135798,4,47498987,"FALSE"
"mgm4442086","meyer",39.54,-107.72,"NA","mgp119","subsurface rifle","454","freshwater","free-living","groundwater","porous",284444,246954,54403,44983,9263,1316,471,62043413,237918,260776,29135,45037,9104,1308,452,75295588,45374080,234823,8,70244682,"FALSE"
"mgm4442466","souza",26.87,-102.02,"NA","mgp2321","comparative metagenomics of two microbial mats at cuatro cienegas basin","454","marine","free-living","saline_water","alkaline_salt_lake",347728,229284,53.65,56314,9834,852,562,50857166,208588,243816,29712,55122,10051,896,594,62411627,38645653,204493,10,79728381,"FALSE"
"mgm4442467","souza",26.87,-102.02,"NA","mgp2321","comparative metagenomics of two microbial mats at cuatro cienegas basin","454","marine","free-living","saline_water","alkaline_salt_lake",23779,331902,425252,53836,10179,945,501,7892291,23779,331902,425252,53836,10179,945,501,8491513,4965103,24293,6,7892291,"FALSE"
"mgm4442643","rohwer",6.39,-162.36,"NA","mgp16895","global microbialization on reefs","454","marine","free-living","saline_water","coral_reef_seawater",99624,381067,152193,41.92,9204,1527,719,27503778,66835,411518,128332,41914,9313,1529,714,33041259,14775931,73902,0,37963377,"FALSE"
"mgm4442652","rohwer",6.39,-162.35,"NA","mgp16895","global microbialization on reefs","454","marine","free-living","saline_water","coral_reef_seawater",191213,227627,171406,44229,10319,1439,1349,23700074,92786,255427,184308,41933,10.53,1.61,1691,29654814,11030163,57862,0,43525190,"FALSE"
"mgm4442653","rohwer",6.4,-162.34,"NA","mgp16895","global microbialization on reefs","454","marine","free-living","saline_water","coral_reef_seawater",128155,303969,185833,47709,9614,1196,515,23354063,69940,333916,187715,47768,9505,1192,517,28128515,12203094,61405,0,38955139,"FALSE"
"mgm4443316","dinsdale",20.11,70.41,"NA","mgp2265","iquique oxygen minimum zone chile","454","marine","free-living","saline_water","anoxic_seawater",152688,230198,58784,40753,8463,1576,683,31644655,128426,246404,38002,40592,8226,1.58,618,36598986,23581522,117989,0,35148396,"FALSE"
"mgm4443317","dinsdale",20.11,70.41,"NA","mgp2265","iquique oxygen minimum zone chile","454","marine","free-living","saline_water","anoxic_seawater",368124,156224,64871,48714,9253,1159,571,15859335,96629,164126,75052,46226,9991,1294,626,19280936,10020135,53866,0,57509925,"FALSE"
"mgm4443702","gilbert",60.27,5.22,"NA","mgp18","marine metagenome from coastal waters project at plymouth marine","454","marine","free-living","saline_water","coastal_seawater",209073,226185,60.46,40125,9906,1656,704,43239003,180858,239077,43409,40137,9836,1651,689,51895416,33145307,178580,0,47289202,"FALSE"
"mgm4443703","gilbert",60.27,5.22,"NA","mgp18","marine metagenome from coastal waters project at plymouth marine","454","marine","free-living","saline_water","coastal_seawater",134915,229713,61508,40664,9.82,1615,0.68,27671486,113505,243791,42.9,40533,9759,1621,671,33073832,21047169,112933,2,30991689,"FALSE"
"mgm4443704","gilbert",60.27,64.47,"NA","mgp18","marine metagenome from coastal waters project at plymouth marine","454","marine","free-living","saline_water","coastal_seawater",344216,172323,71136,37.83,8.98,1801,714,53809394,311851,172548,71136,37808,8984,1803,715,68088314,45822063,265498,1,59316369,"FALSE"
"mgm4443705","gilbert",60.27,-5.22,"NA","mgp18","marine metagenome from coastal waters project at plymouth marine","454","marine","free-living","saline_water","coastal_seawater",304020,224287,61004,41493,9911,1562,677,61051525,257460,237.13,44065,41543,9807,1554,654,73323009,47100501,255063,2,68187679,"FALSE"
"mgm4443706","gilbert",60.27,5.22,"NA","mgp18","marine metagenome from coastal waters project at plymouth marine","454","marine","free-living","saline_water","coastal_seawater",162871,233446,58841,42994,8331,1427,547,26624870,107393,247.92,39723,41614,8458,1513,565,31696218,18540714,100627,1,38021523,"FALSE"
"mgm4443707","gilbert",60.27,5.22,"NA","mgp18","marine metagenome from coastal waters project at plymouth marine","454","marine","free-living","saline_water","coastal_seawater",135033,232235,58139,42.56,8291,1456,575,22670058,91817,246905,38641,41143,8566,1549,596,27005138,16223604,87643,0,31359337,"FALSE"
"mgm4443708","gilbert",60.27,5.22,"NA","mgp18","marine metagenome from coastal waters project at plymouth marine","454","marine","free-living","saline_water","coastal_seawater",38220,224263,63309,48238,6958,1124,368,4335290,18035,240382,46.18,47478,7008,1162,397,5176871,2954629,16068,0,8571342,"FALSE"
"mgm4443709","gilbert",60.27,5.22,"NA","mgp18","marine metagenome from coastal waters project at plymouth marine","454","marine","free-living","saline_water","coastal_seawater",116192,232221,59776,47938,6996,1139,381,9659019,39288,245852,41781,45.99,7636,1248,466,11503021,6490777,35264,0,26982195,"FALSE"
"mgm4443733","hewson",12.28,-56.12,"NA","mgp48","surface water marine microbial community gene expression","454","marine","free-living","saline_water","oceanic_seawater",87743,222598,60.91,44582,15844,1565,1279,17320821,74367,232.91,49094,44463,15.77,1566,1.27,21429211,12554695,68332,0,19531450,"FALSE"
